SK_ID_CURR,TARGET
100001,0.07851457787440608
100005,0.13792630197016642
100013,0.08219366728496914
100028,0.08092138862783617
100038,0.13261834508574427
100042,0.06427888990341164
100057,0.09433683133307458
100065,0.10940564373594501
100066,0.05517726159850605
100067,0.09376299226533717
100074,0.08014846004854845
100090,0.12499391351185783
100091,0.11777333221849616
100092,0.11040157883329618
100106,0.13296542351392734
100107,0.10401559056510863
100109,0.11242653857633966
100117,0.09148151731919946
100128,0.07427608898476971
100141,0.10701244492427985
100150,0.07940272885424476
100168,0.06656196288494323
100169,0.049849948056680735
100170,0.09066166221266032
100171,0.10870960342900002
100172,0.13412537222407805
100184,0.08360238453272097
100187,0.07128818304009948
100212,0.08778033539830861
100222,0.10285563007791748
100223,0.06377899792024688
100232,0.07493325716711606
100241,0.1357140675858707
100245,0.07874503798505511
100253,0.06694364930919183
100256,0.10193013461001482
100271,0.0670798257349684
100278,0.12066355260277106
100280,0.07317271376356514
100306,0.14169471092660538
100311,0.12069326241924395
100312,0.07154969387398456
100330,0.09059156333684278
100331,0.10630383691854274
100352,0.09681152061599714
100358,0.11636302140375705
100367,0.10020384345065175
100382,0.08544326116360726
100384,0.07919626257685287
100385,0.10196396511609387
100386,0.08524628502173492
100399,0.07867233895163783
100404,0.07733338551188837
100416,0.07096329648561546
100422,0.142484954823774
100426,0.0873817658786678
100438,0.07348930599286807
100444,0.10463307840228703
100445,0.12496608904781831
100446,0.10627431767136365
100447,0.07447004622119263
100450,0.08355084580690957
100466,0.09756708720259176
100483,0.0776285434421422
100484,0.06146475434685132
100494,0.0915436495061634
100510,0.1234958410298995
100512,0.07063895845797521
100517,0.0801322602408793
100548,0.06575272831721096
100551,0.08072915030545162
100552,0.12998619987392623
100553,0.0884689058674359
100561,0.10011003013351145
100568,0.13715969974616343
100569,0.06974983477029144
100591,0.10395226953106348
100592,0.06096799215884776
100602,0.09618246287266606
100607,0.09462527240589572
100613,0.09349040024138217
100617,0.074873399902624
100618,0.10614997339457402
100622,0.15270556055117304
100625,0.10453720502974059
100677,0.09375310022484966
100699,0.08868131435933006
100702,0.14406571178896763
100711,0.07706757238564471
100729,0.1467997172671235
100740,0.11863686650737354
100744,0.11138944917241389
100745,0.10301142266730345
100747,0.10480969818799249
100751,0.11374527621049012
100752,0.09457519066442654
100753,0.14729557199901708
100754,0.11629086883724049
100760,0.11381924062132402
100762,0.10136727365092905
100763,0.08537564460786663
100765,0.08632217964452833
100770,0.09722834538611203
100772,0.08489027626381163
100777,0.08957163962014444
100791,0.07520951621606611
100792,0.07280491805239951
100797,0.1004856525594571
100823,0.10210784777921644
100826,0.10470923551963614
100830,0.07406567008073812
100836,0.1263446518511697
100872,0.09123938406426574
100910,0.09687499464681248
100913,0.07489594294919055
100918,0.09338803411545232
100931,0.06796061447376193
100952,0.11910975311208079
100953,0.08775827311995651
100965,0.1141848287194136
100970,0.08791019665544501
100982,0.11352710045345248
100983,0.09721313552590323
100984,0.07369868432161186
100987,0.11925665662643448
100997,0.08488546372461364
100998,0.1288921481427532
101002,0.11222872042388918
101005,0.13507867408795818
101008,0.1304084017360701
101020,0.11217724836861372
101021,0.10918332691135356
101024,0.08559699901381064
101025,0.13555413329527286
101026,0.0946037237353644
101031,0.08643991657314333
101041,0.07196555138215324
101051,0.060841725952826435
101055,0.10093784264432651
101056,0.11301411231110615
101057,0.10870202471412056
101064,0.07987913479292517
101079,0.09646192152587116
101087,0.09189385855184835
101090,0.07022356737653591
101092,0.09477032274660287
101097,0.11252698825880057
101099,0.0686309494995602
101107,0.10756116724353029
101118,0.10778678622410298
101125,0.09701928635846568
101126,0.08049437348899244
101128,0.11880593879813575
101136,0.1227671148129644
101140,0.1060156741861121
101149,0.08372514749200154
101160,0.08166389601861053
101169,0.13323821462593066
101181,0.08685775101115412
101186,0.0636299331583429
101190,0.11712541514813554
101193,0.11732950937080591
101194,0.08928700660150277
101198,0.10047350690337985
101200,0.07257653663418018
101204,0.10926415776562466
101211,0.08451784437788486
101213,0.08228647446960546
101223,0.08429058851195148
101225,0.10561893712988513
101237,0.08813890970348272
101243,0.09127342315201672
101244,0.11914340852052188
101258,0.08113189727238361
101259,0.14489807940233074
101268,0.11562751644100772
101269,0.08315949573156219
101271,0.12462550309079666
101279,0.07392353470586922
101281,0.0970792457525285
101287,0.0814531092215153
101292,0.0750501612189263
101294,0.08385518861660884
101296,0.07339230447595065
101297,0.08676174958008484
101299,0.07015157008059307
101301,0.0910550895109932
101305,0.08565509730015929
101308,0.06643910564833028
101318,0.06476972242824337
101327,0.11295809487916694
101329,0.11758971245623737
101332,0.06851711634968642
101337,0.0991332741733938
101343,0.07207620399977906
101345,0.07715540970395098
101346,0.1034714606128737
101353,0.05641859092058743
101354,0.11371616915899808
101355,0.10908194734555018
101356,0.06612822889313202
101362,0.1129688397027069
101363,0.14109746884358226
101365,0.08406643121195408
101366,0.11067683881357301
101367,0.12989574794127035
101368,0.059174621016175
101374,0.11604123512051047
101380,0.07679020024089522
101383,0.07015722829743709
101398,0.06216481700407641
101399,0.1370603319477706
101401,0.12254401310198146
101412,0.10514769488629741
101426,0.12534256973982894
101427,0.13898507536242458
101428,0.1040721207692888
101429,0.10102112898482644
101434,0.08774963021848098
101440,0.09960382028706778
101448,0.10743783267992033
101449,0.09474436515022867
101465,0.08051077129648128
101467,0.08717730366923153
101472,0.14063476216356113
101478,0.09252964032687337
101497,0.09125455245873539
101504,0.08096527376468403
101547,0.08350374144563782
101548,0.10476061695790834
101555,0.09006903447820337
101570,0.0994791039778482
101572,0.0813236726023379
101578,0.08688828871293108
101580,0.12024805733094372
101588,0.10149389983624305
101602,0.08696755063414664
101610,0.10083551275495455
101614,0.12374556939043384
101616,0.10363892772086711
101643,0.10765810751362222
101644,0.105980209231236
101649,0.09530822178899448
101650,0.10316676061229962
101665,0.0667230255551885
101667,0.11528264023367757
101669,0.06668639599618745
101674,0.10934395271443885
101675,0.09152458584540031
101678,0.11042691298202995
101682,0.08906625138912008
101686,0.1067060501467661
101697,0.1472187529443939
101700,0.10046233026835219
101711,0.07564042056956105
101714,0.05706116522939499
101715,0.11764912831043732
